epsilon,q,gamma,rho_mean,rho_std,IG_mean,IG_std,ICI_mean,ICI_std,ISI_mean,ISI_std
0.0,0.5,0.0,0.048,45.413628967524716,0.0,0.0,5.0,0.0,0.0,0.0
0.0,0.5,0.25,-0.344,44.912822935103954,0.0,0.0,5.0,0.0,0.0,0.0
0.0,0.5,0.5,-0.04,45.50163074000755,0.0,0.0,5.0,0.0,0.0,0.0
0.0,0.5,0.75,-0.084,44.89624643553178,0.0,0.0,5.0,0.0,0.0,0.0
0.0,0.5,1.0,-0.368,44.49027507219977,0.0,0.0,5.0,0.0,0.0,0.0
0.0,0.5102040816326531,0.0,-0.252,44.48029334435644,0.00024250626392938944,0.0006698517393906698,5.0,0.0,0.0,0.0
0.0,0.5102040816326531,0.25,1.296,40.122816252102744,0.037945173317930896,0.07597100623203844,1.0,0.0,1.0,0.0
0.0,0.5102040816326531,0.5,0.7,39.9037592214067,0.03786497824242242,0.07601052996815053,1.0,0.0,1.0,0.0
0.0,0.5102040816326531,0.75,0.208,39.98345577860923,0.03781094664263629,0.07603722213623786,1.0,0.0,1.0,0.0
0.0,0.5102040816326531,1.0,0.348,40.37473090932001,0.03779933539000068,0.07604283267180618,1.0,0.0,1.0,0.0
0.0,0.5204081632653061,0.0,0.28,44.573552696638394,0.0009668567487530409,0.0026640150462178035,5.0,0.0,0.0,0.0
0.0,0.5204081632653061,0.25,1.628,39.68765067372973,0.038269624849540974,0.07752458792749371,1.0,0.0,1.0,0.0
0.0,0.5204081632653061,0.5,1.396,40.31241972395108,0.038283976827734725,0.07751849717979294,1.0,0.0,1.0,0.0
0.0,0.5204081632653061,0.75,1.564,40.53583481316254,0.03825572557790285,0.07753083302491558,1.0,0.0,1.0,0.0
0.0,0.5204081632653061,1.0,1.308,40.020608890920194,0.03819116785216514,0.07756249425612764,1.0,0.0,1.0,0.0
0.0,0.5306122448979592,0.0,0.464,44.532512886653954,0.0021349126133784033,0.005873189641506586,5.0,0.0,0.0,0.0
0.0,0.5306122448979592,0.25,2.212,39.988836642243044,0.03885796530045348,0.07999872322596237,1.0,0.0,1.0,0.0
0.0,0.5306122448979592,0.5,1.78,39.974386799549535,0.038763593434603644,0.08003784647451868,1.0,0.0,1.0,0.0
0.0,0.5306122448979592,0.75,2.576,40.75002115336874,0.038906258651215886,0.07997027130485397,1.0,0.0,1.0,0.0
0.0,0.5306122448979592,1.0,3.1,39.773232204587046,0.03921313582686815,0.0798345586361481,1.0,0.0,1.0,0.0
0.0,0.5408163265306123,0.0,0.956,44.71114026727567,0.003842964542706605,0.010396884651368867,5.0,0.0,0.0,0.0
0.0,0.5408163265306123,0.25,3.932,40.51739596765814,0.040127505507947775,0.08307301602572252,1.0,0.0,1.0,0.0
0.0,0.5408163265306123,0.5,3.312,40.17051973773802,0.03996105562738266,0.0831438920878072,1.0,0.0,1.0,0.0
0.0,0.5408163265306123,0.75,3.128,40.141445115989534,0.039773175750604364,0.08323256750458304,1.0,0.0,1.0,0.0
0.0,0.5408163265306123,1.0,2.768,40.255411760408066,0.03986586572490681,0.08318318611358506,1.0,0.0,1.0,0.0
0.0,0.5510204081632653,0.0,0.824,44.942196475027785,0.005958839726131156,0.015937659076831024,5.0,0.0,0.0,0.0
0.0,0.5510204081632653,0.25,4.428,40.43059257542486,0.041303571315015344,0.08700090907306582,1.0,0.0,1.0,0.0
0.0,0.5510204081632653,0.5,4.04,40.187540357678024,0.04133091594261044,0.08696199038798545,1.0,0.0,1.0,0.0
0.0,0.5510204081632653,0.75,3.644,40.74114951741053,0.040974418951282204,0.08710455827355915,1.0,0.0,1.0,0.0
0.0,0.5510204081632653,1.0,4.04,40.579778215263815,0.04121457041710869,0.08702810372435642,1.0,0.0,1.0,0.0
0.0,0.5612244897959183,0.0,1.228,44.79745546345239,0.00841895829049751,0.022451191226822806,5.0,0.0,0.0,0.0
0.0,0.5612244897959183,0.25,4.888,40.069283197980965,0.04276395932261561,0.09143281849513656,1.0,0.0,1.0,0.0
0.0,0.5612244897959183,0.5,5.844,40.58284938246697,0.04295939215372112,0.09138081039048587,1.0,0.0,1.0,0.0
0.0,0.5612244897959183,0.75,4.596,40.684109723576356,0.04216116232495059,0.09163829311126062,1.0,0.0,1.0,0.0
0.0,0.5612244897959183,1.0,5.144,41.039727874341466,0.042666431985039804,0.09143505058248237,1.0,0.0,1.0,0.0
0.0,0.5714285714285714,0.0,1.744,45.01908999524535,0.011320748378098105,0.030038502114023053,5.0,0.0,0.0,0.0
0.0,0.5714285714285714,0.25,5.832,41.08804906539126,0.044481927649352604,0.09623086283969601,1.0,0.0,1.0,0.0
0.0,0.5714285714285714,0.5,5.904,40.78459003103991,0.04446731727644255,0.09623891760502429,1.0,0.0,1.0,0.0
0.0,0.5714285714285714,0.75,5.488,40.740665875756136,0.043745931331110696,0.09650215802940938,1.0,0.0,1.0,0.0
0.0,0.5714285714285714,1.0,5.564,40.673356192967404,0.04427025781413946,0.09635915723785066,1.0,0.0,1.0,0.0
