epsilon,q,gamma,rho_mean,rho_std,IG_mean,IG_std,ICI_mean,ICI_std,ISI_mean,ISI_std
0.0,0.5,0.0,0.022,22.572538979919827,0.0,0.0,5.0,0.0,0.0,0.0
0.0,0.5,0.25,-0.522,22.234376897048406,0.0,0.0,5.0,0.0,0.0,0.0
0.0,0.5,0.5,-0.122,22.25275524513762,0.0,0.0,5.0,0.0,0.0,0.0
0.0,0.5,0.75,0.146,22.167965265219994,0.0,0.0,5.0,0.0,0.0,0.0
0.0,0.5,1.0,-0.248,22.519735700047637,0.0,0.0,5.0,0.0,0.0,0.0
0.0,0.5102040816326531,0.0,-0.426,22.356621480000058,0.00023280052303769068,0.0006604844025051683,5.0,0.0,0.0,0.0
0.0,0.5102040816326531,0.25,0.388,19.819421182264634,0.037870002482796254,0.07600799646191132,1.0,0.0,1.0,0.0
0.0,0.5102040816326531,0.5,0.392,20.022146138713502,0.03787366621472907,0.0760062950089503,1.0,0.0,1.0,0.0
0.0,0.5102040816326531,0.75,0.338,19.867706359819195,0.037888831991914375,0.0759988797725821,1.0,0.0,1.0,0.0
0.0,0.5102040816326531,1.0,0.436,18.400812590752615,0.07878015020734609,0.15201455636623787,1.0,0.0,3.176,1.7586995195314064
0.0,0.5204081632653061,0.0,0.38,22.305506046714115,0.0009659316493157904,0.002668191191300644,5.0,0.0,0.0,0.0
0.0,0.5204081632653061,0.25,1.19,19.921443220811085,0.03838348343241623,0.07746900839647207,1.0,0.0,1.0,0.0
0.0,0.5204081632653061,0.5,0.714,20.153664778397005,0.03820928816191051,0.07755350865085915,1.0,0.0,1.0,0.0
0.0,0.5204081632653061,0.75,0.472,20.153838741043852,0.03819281781685022,0.07756225485141041,1.0,0.0,1.0,0.0
0.0,0.5204081632653061,1.0,1.399,18.6143170436092,0.07939939952200631,0.15176384494365452,1.0,0.0,3.129,1.711887554718475
0.0,0.5306122448979592,0.0,-0.004,22.455288553033558,0.002142490859473846,0.005922488171430119,5.0,0.0,0.0,0.0
0.0,0.5306122448979592,0.25,1.17,20.245273522479266,0.038922017448929334,0.07995765835928889,1.0,0.0,1.0,0.0
0.0,0.5306122448979592,0.5,0.976,20.143669576320992,0.038740959656291,0.08005033837914527,1.0,0.0,1.0,0.0
0.0,0.5306122448979592,0.75,1.43,19.973860418056397,0.041758393821103516,0.08611078233924563,1.1127,0.31622572634116913,1.0,0.0
0.0,0.5306122448979592,1.0,1.726,18.641376665901046,0.07987746550406907,0.1523233560290891,1.0,0.0,3.1168,1.6883002576556103
0.0,0.5408163265306123,0.0,0.176,22.35998711985318,0.0038115904959319744,0.010408858554656208,5.0,0.0,0.0,0.0
0.0,0.5408163265306123,0.25,1.788,20.05799232226396,0.04004023097052415,0.08311462824720446,1.0,0.0,1.0,0.0
0.0,0.5408163265306123,0.5,1.54,20.17990089172888,0.039811342425261166,0.08321029087072186,1.0,0.0,1.0,0.0
0.0,0.5408163265306123,0.75,1.642,19.68156081209008,0.04950358676485385,0.09996469208849529,1.1177,0.21212427960985514,1.0692,0.2260782165534751
0.0,0.5408163265306123,1.0,2.32,18.65469377931463,0.0799800081361685,0.15356491463296376,1.0,0.0,3.1368,1.7054283215661687
0.0,0.5510204081632653,0.0,0.896,22.391006766110362,0.005986990160949946,0.016002459141669846,5.0,0.0,0.0,0.0
0.0,0.5510204081632653,0.25,2.186,20.06742145867276,0.04118555319881178,0.08704415156681418,1.0,0.0,1.0,0.0
0.0,0.5510204081632653,0.5,2.388,20.037401428328977,0.04411824544801466,0.09022806782122082,1.1017,0.30225338707779603,1.0,0.0
0.0,0.5510204081632653,0.75,2.115,19.967893604484175,0.050732298974803115,0.10166931443070604,1.1144,0.21003009308192003,1.06865,0.22519364444850568
0.0,0.5510204081632653,1.0,2.552,18.595356839813533,0.08008231313795577,0.15481623016631071,1.0,0.0,3.1284,1.7147342184723555
0.0,0.5612244897959183,0.0,0.836,22.44150404941701,0.0085404286997946,0.022536683338908136,5.0,0.0,0.0,0.0
0.0,0.5612244897959183,0.25,2.34,20.31463511855431,0.042443124964860066,0.09149443525626036,1.0,0.0,1.0,0.0
0.0,0.5612244897959183,0.5,2.488,20.16060157832598,0.0452933237975215,0.09404089589066963,1.1078,0.31012765113739854,1.0,0.0
0.0,0.5612244897959183,0.75,2.671,19.7553982242829,0.05897868573498821,0.11790082035915667,1.0,0.0,1.0896833333333331,0.18567806592774133
0.0,0.5612244897959183,1.0,3.835,18.644108318715595,0.08122592836645098,0.15584770634433978,1.0,0.0,3.1166,1.7085679500681263
0.0,0.5714285714285714,0.0,0.8,22.771912523984454,0.011217878857203621,0.029754326679778113,5.0,0.0,0.0,0.0
0.0,0.5714285714285714,0.25,2.822,20.204858722594423,0.04726449183085812,0.09792788108776238,1.1064,0.3083488933010787,1.0,0.0
0.0,0.5714285714285714,0.5,3.172,20.29429515898495,0.04745345429116276,0.09780853899021417,1.1034,0.30448060693581125,1.0,0.0
0.0,0.5714285714285714,0.75,3.508,19.795806020468074,0.06084084208765528,0.12008977414756392,1.0,0.0,1.0836666666666666,0.1800614092778103
0.0,0.5714285714285714,1.0,4.228,18.347316316017448,0.0813675496634858,0.15802112685230824,1.0,0.0,3.1576,1.7334250027041838
