epsilon,q,gamma,rho_mean
0.01020408163265306,0.7142857142857143,0.0,0.10700000000000003
0.01020408163265306,0.7142857142857143,0.25,0.24871500000000005
0.01020408163265306,0.7142857142857143,0.5,0.26128000000000007
0.01020408163265306,0.7142857142857143,0.75,0.33829499999999996
0.01020408163265306,0.7142857142857143,1.0,0.45646499999999995
0.01020408163265306,0.7244897959183674,0.0,0.10668000000000002
0.01020408163265306,0.7244897959183674,0.25,0.25293000000000004
0.01020408163265306,0.7244897959183674,0.5,0.26086000000000004
0.01020408163265306,0.7244897959183674,0.75,0.36841999999999997
0.01020408163265306,0.7244897959183674,1.0,0.53559
0.01020408163265306,0.7346938775510203,0.0,0.10666500000000004
0.01020408163265306,0.7346938775510203,0.25,0.252255
0.01020408163265306,0.7346938775510203,0.5,0.26354
0.01020408163265306,0.7346938775510203,0.75,0.4394200000000001
0.01020408163265306,0.7346938775510203,1.0,0.592125
0.01020408163265306,0.7448979591836735,0.0,0.10689000000000001
0.01020408163265306,0.7448979591836735,0.25,0.25105000000000005
0.01020408163265306,0.7448979591836735,0.5,0.32196
0.01020408163265306,0.7448979591836735,0.75,0.461345
0.01020408163265306,0.7448979591836735,1.0,0.710435
0.01020408163265306,0.7551020408163265,0.0,0.11371500000000004
0.01020408163265306,0.7551020408163265,0.25,0.25456000000000006
0.01020408163265306,0.7551020408163265,0.5,0.43644499999999997
0.01020408163265306,0.7551020408163265,0.75,0.7847
0.01020408163265306,0.7551020408163265,1.0,0.8271950000000001
0.01020408163265306,0.7653061224489796,0.0,0.6757599999999999
0.01020408163265306,0.7653061224489796,0.25,0.728075
0.01020408163265306,0.7653061224489796,0.5,0.921155
0.01020408163265306,0.7653061224489796,0.75,0.92661
0.01020408163265306,0.7653061224489796,1.0,0.9314549999999999
0.01020408163265306,0.7755102040816326,0.0,0.761865
0.01020408163265306,0.7755102040816326,0.25,0.8253
0.01020408163265306,0.7755102040816326,0.5,0.9489949999999999
0.01020408163265306,0.7755102040816326,0.75,0.9490249999999998
0.01020408163265306,0.7755102040816326,1.0,0.9491849999999998
0.01020408163265306,0.7857142857142857,0.0,0.748725
0.01020408163265306,0.7857142857142857,0.25,0.8638
0.01020408163265306,0.7857142857142857,0.5,0.9502399999999998
0.01020408163265306,0.7857142857142857,0.75,0.950355
0.01020408163265306,0.7857142857142857,1.0,0.9502699999999998
0.01020408163265306,0.7959183673469388,0.0,0.8374800000000001
0.01020408163265306,0.7959183673469388,0.25,0.9702449999999999
0.01020408163265306,0.7959183673469388,0.5,0.9841200000000001
0.01020408163265306,0.7959183673469388,0.75,0.98365
0.01020408163265306,0.7959183673469388,1.0,0.9840699999999999
0.01020408163265306,0.8061224489795917,0.0,0.95049
0.01020408163265306,0.8061224489795917,0.25,0.9658699999999999
0.01020408163265306,0.8061224489795917,0.5,0.97803
0.01020408163265306,0.8061224489795917,0.75,0.9779049999999999
0.01020408163265306,0.8061224489795917,1.0,0.9782099999999998
0.01020408163265306,0.8163265306122449,0.0,0.8653700000000001
0.01020408163265306,0.8163265306122449,0.25,0.953255
0.01020408163265306,0.8163265306122449,0.5,0.9526199999999999
0.01020408163265306,0.8163265306122449,0.75,0.9519799999999999
0.01020408163265306,0.8163265306122449,1.0,0.9525499999999998
0.01020408163265306,0.8265306122448979,0.0,0.855535
0.01020408163265306,0.8265306122448979,0.25,0.957775
0.01020408163265306,0.8265306122448979,0.5,0.9576349999999999
0.01020408163265306,0.8265306122448979,0.75,0.9581849999999998
0.01020408163265306,0.8265306122448979,1.0,0.9578549999999999
0.01020408163265306,0.8367346938775511,0.0,0.8430650000000002
0.01020408163265306,0.8367346938775511,0.25,0.9551199999999999
0.01020408163265306,0.8367346938775511,0.5,0.9553699999999999
0.01020408163265306,0.8367346938775511,0.75,0.9550699999999999
0.01020408163265306,0.8367346938775511,1.0,0.9556649999999998
0.01020408163265306,0.846938775510204,0.0,1.0
0.01020408163265306,0.846938775510204,0.25,1.0
0.01020408163265306,0.846938775510204,0.5,1.0
0.01020408163265306,0.846938775510204,0.75,1.0
0.01020408163265306,0.846938775510204,1.0,1.0
0.01020408163265306,0.8571428571428571,0.0,1.0
0.01020408163265306,0.8571428571428571,0.25,1.0
0.01020408163265306,0.8571428571428571,0.5,1.0
0.01020408163265306,0.8571428571428571,0.75,1.0
0.01020408163265306,0.8571428571428571,1.0,1.0
0.01020408163265306,0.8673469387755102,0.0,1.0
0.01020408163265306,0.8673469387755102,0.25,1.0
0.01020408163265306,0.8673469387755102,0.5,1.0
0.01020408163265306,0.8673469387755102,0.75,1.0
0.01020408163265306,0.8673469387755102,1.0,1.0
0.01020408163265306,0.8775510204081632,0.0,1.0
0.01020408163265306,0.8775510204081632,0.25,1.0
0.01020408163265306,0.8775510204081632,0.5,1.0
0.01020408163265306,0.8775510204081632,0.75,1.0
0.01020408163265306,0.8775510204081632,1.0,1.0
0.01020408163265306,0.8877551020408163,0.0,1.0
0.01020408163265306,0.8877551020408163,0.25,1.0
0.01020408163265306,0.8877551020408163,0.5,1.0
0.01020408163265306,0.8877551020408163,0.75,1.0
0.01020408163265306,0.8877551020408163,1.0,1.0
0.01020408163265306,0.8979591836734693,0.0,1.0
0.01020408163265306,0.8979591836734693,0.25,1.0
0.01020408163265306,0.8979591836734693,0.5,1.0
0.01020408163265306,0.8979591836734693,0.75,1.0
0.01020408163265306,0.8979591836734693,1.0,1.0
0.01020408163265306,0.9081632653061225,0.0,1.0
0.01020408163265306,0.9081632653061225,0.25,1.0
0.01020408163265306,0.9081632653061225,0.5,1.0
0.01020408163265306,0.9081632653061225,0.75,1.0
0.01020408163265306,0.9081632653061225,1.0,1.0
0.01020408163265306,0.9183673469387754,0.0,1.0
0.01020408163265306,0.9183673469387754,0.25,1.0
0.01020408163265306,0.9183673469387754,0.5,1.0
0.01020408163265306,0.9183673469387754,0.75,1.0
0.01020408163265306,0.9183673469387754,1.0,1.0
0.01020408163265306,0.9285714285714286,0.0,1.0
0.01020408163265306,0.9285714285714286,0.25,1.0
0.01020408163265306,0.9285714285714286,0.5,1.0
0.01020408163265306,0.9285714285714286,0.75,1.0
0.01020408163265306,0.9285714285714286,1.0,1.0
0.01020408163265306,0.9387755102040816,0.0,1.0
0.01020408163265306,0.9387755102040816,0.25,1.0
0.01020408163265306,0.9387755102040816,0.5,1.0
0.01020408163265306,0.9387755102040816,0.75,1.0
0.01020408163265306,0.9387755102040816,1.0,1.0
0.01020408163265306,0.9489795918367346,0.0,1.0
0.01020408163265306,0.9489795918367346,0.25,1.0
0.01020408163265306,0.9489795918367346,0.5,1.0
0.01020408163265306,0.9489795918367346,0.75,1.0
0.01020408163265306,0.9489795918367346,1.0,1.0
0.01020408163265306,0.9591836734693877,0.0,1.0
0.01020408163265306,0.9591836734693877,0.25,1.0
0.01020408163265306,0.9591836734693877,0.5,1.0
0.01020408163265306,0.9591836734693877,0.75,1.0
0.01020408163265306,0.9591836734693877,1.0,1.0
0.01020408163265306,0.9693877551020408,0.0,1.0
0.01020408163265306,0.9693877551020408,0.25,1.0
0.01020408163265306,0.9693877551020408,0.5,1.0
0.01020408163265306,0.9693877551020408,0.75,1.0
0.01020408163265306,0.9693877551020408,1.0,1.0
0.01020408163265306,0.9795918367346939,0.0,1.0
0.01020408163265306,0.9795918367346939,0.25,1.0
0.01020408163265306,0.9795918367346939,0.5,1.0
0.01020408163265306,0.9795918367346939,0.75,1.0
0.01020408163265306,0.9795918367346939,1.0,1.0
0.01020408163265306,0.9897959183673469,0.0,1.0
0.01020408163265306,0.9897959183673469,0.25,1.0
0.01020408163265306,0.9897959183673469,0.5,1.0
0.01020408163265306,0.9897959183673469,0.75,1.0
0.01020408163265306,0.9897959183673469,1.0,1.0
0.01020408163265306,1.0,0.0,1.0
0.01020408163265306,1.0,0.25,1.0
0.01020408163265306,1.0,0.5,1.0
0.01020408163265306,1.0,0.75,1.0
0.01020408163265306,1.0,1.0,1.0
0.02040816326530612,0.5,0.0,0.10673500000000004
0.02040816326530612,0.5,0.25,0.10914500000000003
0.02040816326530612,0.5,0.5,0.136945
0.02040816326530612,0.5,0.75,0.139885
0.02040816326530612,0.5,1.0,0.15999000000000002
0.02040816326530612,0.5102040816326531,0.0,0.10667000000000003
0.02040816326530612,0.5102040816326531,0.25,0.24907
0.02040816326530612,0.5102040816326531,0.5,0.27306500000000006
0.02040816326530612,0.5102040816326531,0.75,0.28876499999999994
0.02040816326530612,0.5102040816326531,1.0,0.5008400000000001
0.02040816326530612,0.5204081632653061,0.0,0.10640000000000002
0.02040816326530612,0.5204081632653061,0.25,0.24922000000000002
0.02040816326530612,0.5204081632653061,0.5,0.27237
0.02040816326530612,0.5204081632653061,0.75,0.307685
0.02040816326530612,0.5204081632653061,1.0,0.5074150000000001
0.02040816326530612,0.5306122448979592,0.0,0.10664500000000003
0.02040816326530612,0.5306122448979592,0.25,0.2501900000000001
0.02040816326530612,0.5306122448979592,0.5,0.276545
0.02040816326530612,0.5306122448979592,0.75,0.31606999999999996
0.02040816326530612,0.5306122448979592,1.0,0.50089
0.02040816326530612,0.5408163265306123,0.0,0.10687000000000002
0.02040816326530612,0.5408163265306123,0.25,0.252765
0.02040816326530612,0.5408163265306123,0.5,0.280235
0.02040816326530612,0.5408163265306123,0.75,0.32234
0.02040816326530612,0.5408163265306123,1.0,0.5090100000000001
0.02040816326530612,0.5510204081632653,0.0,0.10688000000000002
0.02040816326530612,0.5510204081632653,0.25,0.25544
0.02040816326530612,0.5510204081632653,0.5,0.28622
0.02040816326530612,0.5510204081632653,0.75,0.3213849999999999
0.02040816326530612,0.5510204081632653,1.0,0.5071200000000001
0.02040816326530612,0.5612244897959183,0.0,0.10675500000000002
0.02040816326530612,0.5612244897959183,0.25,0.2585700000000001
0.02040816326530612,0.5612244897959183,0.5,0.289745
0.02040816326530612,0.5612244897959183,0.75,0.323285
0.02040816326530612,0.5612244897959183,1.0,0.5132300000000001
0.02040816326530612,0.5714285714285714,0.0,0.10668000000000004
0.02040816326530612,0.5714285714285714,0.25,0.261755
0.02040816326530612,0.5714285714285714,0.5,0.29692999999999997
0.02040816326530612,0.5714285714285714,0.75,0.32266000000000006
0.02040816326530612,0.5714285714285714,1.0,0.490375
