epsilon,q,gamma,rho_mean
0.1530612244897959,0.8367346938775511,1.0,0.6825049999999999
0.1530612244897959,0.846938775510204,0.0,0.10680000000000005
0.1530612244897959,0.846938775510204,0.25,0.28980999999999996
0.1530612244897959,0.846938775510204,0.5,0.32048499999999996
0.1530612244897959,0.846938775510204,0.75,0.578605
0.1530612244897959,0.846938775510204,1.0,0.73349
0.1530612244897959,0.8571428571428571,0.0,0.10699500000000002
0.1530612244897959,0.8571428571428571,0.25,0.29018499999999997
0.1530612244897959,0.8571428571428571,0.5,0.496335
0.1530612244897959,0.8571428571428571,0.75,0.7417699999999999
0.1530612244897959,0.8571428571428571,1.0,0.8065200000000001
0.1530612244897959,0.8673469387755102,0.0,0.32619000000000004
0.1530612244897959,0.8673469387755102,0.25,0.4013
0.1530612244897959,0.8673469387755102,0.5,0.92196
0.1530612244897959,0.8673469387755102,0.75,0.9219
0.1530612244897959,0.8673469387755102,1.0,0.9212900000000002
0.1530612244897959,0.8775510204081632,0.0,0.370625
0.1530612244897959,0.8775510204081632,0.25,0.8921950000000001
0.1530612244897959,0.8775510204081632,0.5,0.9302449999999999
0.1530612244897959,0.8775510204081632,0.75,0.9303599999999999
0.1530612244897959,0.8775510204081632,1.0,0.9296200000000001
0.1530612244897959,0.8877551020408163,0.0,0.5564399999999999
0.1530612244897959,0.8877551020408163,0.25,0.94191
0.1530612244897959,0.8877551020408163,0.5,0.941255
0.1530612244897959,0.8877551020408163,0.75,0.9411799999999999
0.1530612244897959,0.8877551020408163,1.0,0.9413100000000001
0.1530612244897959,0.8979591836734693,0.0,1.0
0.1530612244897959,0.8979591836734693,0.25,1.0
0.1530612244897959,0.8979591836734693,0.5,1.0
0.1530612244897959,0.8979591836734693,0.75,1.0
0.1530612244897959,0.8979591836734693,1.0,1.0
0.1530612244897959,0.9081632653061225,0.0,1.0
0.1530612244897959,0.9081632653061225,0.25,1.0
0.1530612244897959,0.9081632653061225,0.5,1.0
0.1530612244897959,0.9081632653061225,0.75,1.0
0.1530612244897959,0.9081632653061225,1.0,1.0
0.1530612244897959,0.9183673469387754,0.0,1.0
0.1530612244897959,0.9183673469387754,0.25,1.0
0.1530612244897959,0.9183673469387754,0.5,1.0
0.1530612244897959,0.9183673469387754,0.75,1.0
0.1530612244897959,0.9183673469387754,1.0,1.0
0.1530612244897959,0.9285714285714286,0.0,1.0
0.1530612244897959,0.9285714285714286,0.25,1.0
0.1530612244897959,0.9285714285714286,0.5,1.0
0.1530612244897959,0.9285714285714286,0.75,1.0
0.1530612244897959,0.9285714285714286,1.0,1.0
0.1530612244897959,0.9387755102040816,0.0,1.0
0.1530612244897959,0.9387755102040816,0.25,1.0
0.1530612244897959,0.9387755102040816,0.5,1.0
0.1530612244897959,0.9387755102040816,0.75,1.0
0.1530612244897959,0.9387755102040816,1.0,1.0
0.1530612244897959,0.9489795918367346,0.0,1.0
0.1530612244897959,0.9489795918367346,0.25,1.0
0.1530612244897959,0.9489795918367346,0.5,1.0
0.1530612244897959,0.9489795918367346,0.75,1.0
0.1530612244897959,0.9489795918367346,1.0,1.0
0.1530612244897959,0.9591836734693877,0.0,1.0
0.1530612244897959,0.9591836734693877,0.25,1.0
0.1530612244897959,0.9591836734693877,0.5,1.0
0.1530612244897959,0.9591836734693877,0.75,1.0
0.1530612244897959,0.9591836734693877,1.0,1.0
0.1530612244897959,0.9693877551020408,0.0,1.0
0.1530612244897959,0.9693877551020408,0.25,1.0
0.1530612244897959,0.9693877551020408,0.5,1.0
0.1530612244897959,0.9693877551020408,0.75,1.0
0.1530612244897959,0.9693877551020408,1.0,1.0
0.1530612244897959,0.9795918367346939,0.0,1.0
0.1530612244897959,0.9795918367346939,0.25,1.0
0.1530612244897959,0.9795918367346939,0.5,1.0
0.1530612244897959,0.9795918367346939,0.75,1.0
0.1530612244897959,0.9795918367346939,1.0,1.0
0.1530612244897959,0.9897959183673469,0.0,1.0
0.1530612244897959,0.9897959183673469,0.25,1.0
0.1530612244897959,0.9897959183673469,0.5,1.0
0.1530612244897959,0.9897959183673469,0.75,1.0
0.1530612244897959,0.9897959183673469,1.0,1.0
0.1530612244897959,1.0,0.0,1.0
0.1530612244897959,1.0,0.25,1.0
0.1530612244897959,1.0,0.5,1.0
0.1530612244897959,1.0,0.75,1.0
0.1530612244897959,1.0,1.0,1.0
0.16326530612244897,0.5,0.0,0.10639500000000003
0.16326530612244897,0.5,0.25,0.13597000000000004
0.16326530612244897,0.5,0.5,0.15200999999999998
0.16326530612244897,0.5,0.75,0.175405
0.16326530612244897,0.5,1.0,0.19408000000000003
0.16326530612244897,0.5102040816326531,0.0,0.10648000000000002
0.16326530612244897,0.5102040816326531,0.25,0.3260249999999999
0.16326530612244897,0.5102040816326531,0.5,0.3928150000000001
0.16326530612244897,0.5102040816326531,0.75,0.43860500000000013
0.16326530612244897,0.5102040816326531,1.0,0.54527
0.16326530612244897,0.5204081632653061,0.0,0.10644500000000003
0.16326530612244897,0.5204081632653061,0.25,0.3259099999999999
0.16326530612244897,0.5204081632653061,0.5,0.39362
0.16326530612244897,0.5204081632653061,0.75,0.44214500000000007
0.16326530612244897,0.5204081632653061,1.0,0.5460400000000001
0.16326530612244897,0.5306122448979592,0.0,0.10662000000000003
0.16326530612244897,0.5306122448979592,0.25,0.32599999999999996
0.16326530612244897,0.5306122448979592,0.5,0.38773500000000005
0.16326530612244897,0.5306122448979592,0.75,0.4408250000000001
0.16326530612244897,0.5306122448979592,1.0,0.5354049999999999
0.16326530612244897,0.5408163265306123,0.0,0.10673500000000004
0.16326530612244897,0.5408163265306123,0.25,0.32633999999999996
0.16326530612244897,0.5408163265306123,0.5,0.386365
0.16326530612244897,0.5408163265306123,0.75,0.4384800000000001
0.16326530612244897,0.5408163265306123,1.0,0.533805
0.16326530612244897,0.5510204081632653,0.0,0.10654500000000003
0.16326530612244897,0.5510204081632653,0.25,0.32957
0.16326530612244897,0.5510204081632653,0.5,0.38867
0.16326530612244897,0.5510204081632653,0.75,0.43401000000000006
0.16326530612244897,0.5510204081632653,1.0,0.531995
0.16326530612244897,0.5612244897959183,0.0,0.10690500000000004
0.16326530612244897,0.5612244897959183,0.25,0.33538499999999993
0.16326530612244897,0.5612244897959183,0.5,0.38498000000000004
0.16326530612244897,0.5612244897959183,0.75,0.42933000000000004
0.16326530612244897,0.5612244897959183,1.0,0.529625
0.16326530612244897,0.5714285714285714,0.0,0.10687500000000003
0.16326530612244897,0.5714285714285714,0.25,0.33634
0.16326530612244897,0.5714285714285714,0.5,0.38054
0.16326530612244897,0.5714285714285714,0.75,0.43289000000000005
0.16326530612244897,0.5714285714285714,1.0,0.5291449999999999
0.16326530612244897,0.5816326530612245,0.0,0.10636500000000003
0.16326530612244897,0.5816326530612245,0.25,0.33641499999999996
0.16326530612244897,0.5816326530612245,0.5,0.38075
0.16326530612244897,0.5816326530612245,0.75,0.4321300000000001
0.16326530612244897,0.5816326530612245,1.0,0.5268
0.16326530612244897,0.5918367346938775,0.0,0.10663500000000001
0.16326530612244897,0.5918367346938775,0.25,0.33533499999999994
0.16326530612244897,0.5918367346938775,0.5,0.381185
0.16326530612244897,0.5918367346938775,0.75,0.43131500000000006
0.16326530612244897,0.5918367346938775,1.0,0.5210600000000001
0.16326530612244897,0.6020408163265306,0.0,0.10644
0.16326530612244897,0.6020408163265306,0.25,0.33466
0.16326530612244897,0.6020408163265306,0.5,0.38159
0.16326530612244897,0.6020408163265306,0.75,0.4314000000000001
0.16326530612244897,0.6020408163265306,1.0,0.51359
0.16326530612244897,0.6122448979591837,0.0,0.10694000000000001
0.16326530612244897,0.6122448979591837,0.25,0.33371999999999996
0.16326530612244897,0.6122448979591837,0.5,0.38039000000000006
0.16326530612244897,0.6122448979591837,0.75,0.45708500000000013
0.16326530612244897,0.6122448979591837,1.0,0.49978999999999996
0.16326530612244897,0.6224489795918368,0.0,0.10623500000000004
0.16326530612244897,0.6224489795918368,0.25,0.331715
0.16326530612244897,0.6224489795918368,0.5,0.38032999999999995
0.16326530612244897,0.6224489795918368,0.75,0.4409750000000001
0.16326530612244897,0.6224489795918368,1.0,0.496325
0.16326530612244897,0.6326530612244898,0.0,0.10685500000000002
0.16326530612244897,0.6326530612244898,0.25,0.32309
0.16326530612244897,0.6326530612244898,0.5,0.37903000000000003
0.16326530612244897,0.6326530612244898,0.75,0.45756500000000006
0.16326530612244897,0.6326530612244898,1.0,0.48312000000000005
0.16326530612244897,0.6428571428571428,0.0,0.10663500000000004
0.16326530612244897,0.6428571428571428,0.25,0.317825
0.16326530612244897,0.6428571428571428,0.5,0.37971
0.16326530612244897,0.6428571428571428,0.75,0.46023500000000006
0.16326530612244897,0.6428571428571428,1.0,0.48249500000000006
0.16326530612244897,0.6530612244897959,0.0,0.10665500000000001
0.16326530612244897,0.6530612244897959,0.25,0.30869499999999994
0.16326530612244897,0.6530612244897959,0.5,0.39067
0.16326530612244897,0.6530612244897959,0.75,0.459685
0.16326530612244897,0.6530612244897959,1.0,0.479975
0.16326530612244897,0.6632653061224489,0.0,0.10683500000000004
0.16326530612244897,0.6632653061224489,0.25,0.306845
0.16326530612244897,0.6632653061224489,0.5,0.3953650000000001
0.16326530612244897,0.6632653061224489,0.75,0.4625800000000001
0.16326530612244897,0.6632653061224489,1.0,0.47469000000000006
0.16326530612244897,0.673469387755102,0.0,0.10665500000000001
0.16326530612244897,0.673469387755102,0.25,0.30516499999999996
0.16326530612244897,0.673469387755102,0.5,0.396225
0.16326530612244897,0.673469387755102,0.75,0.46324000000000004
0.16326530612244897,0.673469387755102,1.0,0.47603
0.16326530612244897,0.6836734693877551,0.0,0.10692500000000002
0.16326530612244897,0.6836734693877551,0.25,0.30428499999999997
0.16326530612244897,0.6836734693877551,0.5,0.39457
0.16326530612244897,0.6836734693877551,0.75,0.463775
0.16326530612244897,0.6836734693877551,1.0,0.47308
0.16326530612244897,0.6938775510204082,0.0,0.10656000000000002
0.16326530612244897,0.6938775510204082,0.25,0.30549999999999994
0.16326530612244897,0.6938775510204082,0.5,0.39038500000000004
0.16326530612244897,0.6938775510204082,0.75,0.45776000000000006
0.16326530612244897,0.6938775510204082,1.0,0.4722550000000001
0.16326530612244897,0.7040816326530612,0.0,0.10652500000000002
0.16326530612244897,0.7040816326530612,0.25,0.29424500000000003
0.16326530612244897,0.7040816326530612,0.5,0.40013000000000004
0.16326530612244897,0.7040816326530612,0.75,0.4574650000000001
0.16326530612244897,0.7040816326530612,1.0,0.47188500000000005
0.16326530612244897,0.7142857142857143,0.0,0.10678000000000001
0.16326530612244897,0.7142857142857143,0.25,0.29708
0.16326530612244897,0.7142857142857143,0.5,0.404455
0.16326530612244897,0.7142857142857143,0.75,0.45256
0.16326530612244897,0.7142857142857143,1.0,0.46829
0.16326530612244897,0.7244897959183674,0.0,0.10671500000000003
0.16326530612244897,0.7244897959183674,0.25,0.313835
0.16326530612244897,0.7244897959183674,0.5,0.4081000000000001
0.16326530612244897,0.7244897959183674,0.75,0.4459450000000001
0.16326530612244897,0.7244897959183674,1.0,0.4655800000000001
0.16326530612244897,0.7346938775510203,0.0,0.10675000000000003
0.16326530612244897,0.7346938775510203,0.25,0.31793
0.16326530612244897,0.7346938775510203,0.5,0.40588
0.16326530612244897,0.7346938775510203,0.75,0.42774000000000006
0.16326530612244897,0.7346938775510203,1.0,0.459625
0.16326530612244897,0.7448979591836735,0.0,0.10673500000000004
0.16326530612244897,0.7448979591836735,0.25,0.335845
0.16326530612244897,0.7448979591836735,0.5,0.41161500000000006
0.16326530612244897,0.7448979591836735,0.75,0.42236999999999997
0.16326530612244897,0.7448979591836735,1.0,0.45385
0.16326530612244897,0.7551020408163265,0.0,0.10675000000000003
0.16326530612244897,0.7551020408163265,0.25,0.33908499999999997
0.16326530612244897,0.7551020408163265,0.5,0.40294500000000005
0.16326530612244897,0.7551020408163265,0.75,0.4214500000000001
0.16326530612244897,0.7551020408163265,1.0,0.44920500000000013
0.16326530612244897,0.7653061224489796,0.0,0.10651500000000003
0.16326530612244897,0.7653061224489796,0.25,0.351645
0.16326530612244897,0.7653061224489796,0.5,0.40793500000000005
0.16326530612244897,0.7653061224489796,0.75,0.4175750000000001
0.16326530612244897,0.7653061224489796,1.0,0.434335
0.16326530612244897,0.7755102040816326,0.0,0.10657500000000002
0.16326530612244897,0.7755102040816326,0.25,0.32382999999999995
0.16326530612244897,0.7755102040816326,0.5,0.3993300000000001
0.16326530612244897,0.7755102040816326,0.75,0.413455
0.16326530612244897,0.7755102040816326,1.0,0.42426
0.16326530612244897,0.7857142857142857,0.0,0.10665000000000002
0.16326530612244897,0.7857142857142857,0.25,0.33147999999999994
0.16326530612244897,0.7857142857142857,0.5,0.36421
0.16326530612244897,0.7857142857142857,0.75,0.407905
0.16326530612244897,0.7857142857142857,1.0,0.43445500000000004
0.16326530612244897,0.7959183673469388,0.0,0.10659
0.16326530612244897,0.7959183673469388,0.25,0.327805
0.16326530612244897,0.7959183673469388,0.5,0.35898499999999994
0.16326530612244897,0.7959183673469388,0.75,0.373345
0.16326530612244897,0.7959183673469388,1.0,0.45393500000000003
0.16326530612244897,0.8061224489795917,0.0,0.10678000000000001
0.16326530612244897,0.8061224489795917,0.25,0.30965
0.16326530612244897,0.8061224489795917,0.5,0.35231999999999997
0.16326530612244897,0.8061224489795917,0.75,0.367985
0.16326530612244897,0.8061224489795917,1.0,0.428885
0.16326530612244897,0.8163265306122449,0.0,0.10668500000000003
0.16326530612244897,0.8163265306122449,0.25,0.290105
0.16326530612244897,0.8163265306122449,0.5,0.328005
0.16326530612244897,0.8163265306122449,0.75,0.35229499999999997
0.16326530612244897,0.8163265306122449,1.0,0.463825
0.16326530612244897,0.8265306122448979,0.0,0.10658500000000001
0.16326530612244897,0.8265306122448979,0.25,0.28969
0.16326530612244897,0.8265306122448979,0.5,0.3194449999999999
0.16326530612244897,0.8265306122448979,0.75,0.32285499999999995
0.16326530612244897,0.8265306122448979,1.0,0.552195
0.16326530612244897,0.8367346938775511,0.0,0.10665000000000002
0.16326530612244897,0.8367346938775511,0.25,0.29011499999999996
0.16326530612244897,0.8367346938775511,0.5,0.31973999999999997
0.16326530612244897,0.8367346938775511,0.75,0.33940999999999993
0.16326530612244897,0.8367346938775511,1.0,0.565755
0.16326530612244897,0.846938775510204,0.0,0.10679000000000004
0.16326530612244897,0.846938775510204,0.25,0.28955
0.16326530612244897,0.846938775510204,0.5,0.32023499999999994
0.16326530612244897,0.846938775510204,0.75,0.42673500000000003
0.16326530612244897,0.846938775510204,1.0,0.6867650000000001
0.16326530612244897,0.8571428571428571,0.0,0.10659500000000002
0.16326530612244897,0.8571428571428571,0.25,0.29018999999999995
0.16326530612244897,0.8571428571428571,0.5,0.32251499999999994
0.16326530612244897,0.8571428571428571,0.75,0.5874149999999999
0.16326530612244897,0.8571428571428571,1.0,0.7309499999999999
0.16326530612244897,0.8673469387755102,0.0,0.10654000000000001
0.16326530612244897,0.8673469387755102,0.25,0.28968999999999995
0.16326530612244897,0.8673469387755102,0.5,0.440165
0.16326530612244897,0.8673469387755102,0.75,0.747645
0.16326530612244897,0.8673469387755102,1.0,0.8086000000000001
0.16326530612244897,0.8775510204081632,0.0,0.32199
0.16326530612244897,0.8775510204081632,0.25,0.40388500000000005
0.16326530612244897,0.8775510204081632,0.5,0.92033
0.16326530612244897,0.8775510204081632,0.75,0.92075
0.16326530612244897,0.8775510204081632,1.0,0.9207800000000002
0.16326530612244897,0.8877551020408163,0.0,0.36924
0.16326530612244897,0.8877551020408163,0.25,0.8876350000000001
0.16326530612244897,0.8877551020408163,0.5,0.92985
0.16326530612244897,0.8877551020408163,0.75,0.93004
0.16326530612244897,0.8877551020408163,1.0,0.9295700000000001
0.16326530612244897,0.8979591836734693,0.0,0.559705
0.16326530612244897,0.8979591836734693,0.25,0.9459099999999998
0.16326530612244897,0.8979591836734693,0.5,0.94644
0.16326530612244897,0.8979591836734693,0.75,0.9466949999999998
0.16326530612244897,0.8979591836734693,1.0,0.946785
0.16326530612244897,0.9081632653061225,0.0,1.0
0.16326530612244897,0.9081632653061225,0.25,1.0
0.16326530612244897,0.9081632653061225,0.5,1.0
0.16326530612244897,0.9081632653061225,0.75,1.0
0.16326530612244897,0.9081632653061225,1.0,1.0
0.16326530612244897,0.9183673469387754,0.0,1.0
0.16326530612244897,0.9183673469387754,0.25,1.0
0.16326530612244897,0.9183673469387754,0.5,1.0
0.16326530612244897,0.9183673469387754,0.75,1.0
0.16326530612244897,0.9183673469387754,1.0,1.0
0.16326530612244897,0.9285714285714286,0.0,1.0
0.16326530612244897,0.9285714285714286,0.25,1.0
0.16326530612244897,0.9285714285714286,0.5,1.0
0.16326530612244897,0.9285714285714286,0.75,1.0
0.16326530612244897,0.9285714285714286,1.0,1.0
0.16326530612244897,0.9387755102040816,0.0,1.0
0.16326530612244897,0.9387755102040816,0.25,1.0
0.16326530612244897,0.9387755102040816,0.5,1.0
0.16326530612244897,0.9387755102040816,0.75,1.0
0.16326530612244897,0.9387755102040816,1.0,1.0
0.16326530612244897,0.9489795918367346,0.0,1.0
0.16326530612244897,0.9489795918367346,0.25,1.0
0.16326530612244897,0.9489795918367346,0.5,1.0
0.16326530612244897,0.9489795918367346,0.75,1.0
0.16326530612244897,0.9489795918367346,1.0,1.0
0.16326530612244897,0.9591836734693877,0.0,1.0
0.16326530612244897,0.9591836734693877,0.25,1.0
0.16326530612244897,0.9591836734693877,0.5,1.0
0.16326530612244897,0.9591836734693877,0.75,1.0
0.16326530612244897,0.9591836734693877,1.0,1.0
0.16326530612244897,0.9693877551020408,0.0,1.0
0.16326530612244897,0.9693877551020408,0.25,1.0
0.16326530612244897,0.9693877551020408,0.5,1.0
0.16326530612244897,0.9693877551020408,0.75,1.0
0.16326530612244897,0.9693877551020408,1.0,1.0
0.16326530612244897,0.9795918367346939,0.0,1.0
0.16326530612244897,0.9795918367346939,0.25,1.0
0.16326530612244897,0.9795918367346939,0.5,1.0
0.16326530612244897,0.9795918367346939,0.75,1.0
0.16326530612244897,0.9795918367346939,1.0,1.0
0.16326530612244897,0.9897959183673469,0.0,1.0
0.16326530612244897,0.9897959183673469,0.25,1.0
0.16326530612244897,0.9897959183673469,0.5,1.0
0.16326530612244897,0.9897959183673469,0.75,1.0
0.16326530612244897,0.9897959183673469,1.0,1.0
0.16326530612244897,1.0,0.0,1.0
0.16326530612244897,1.0,0.25,1.0
0.16326530612244897,1.0,0.5,1.0
0.16326530612244897,1.0,0.75,1.0
0.16326530612244897,1.0,1.0,1.0
0.17346938775510204,0.5,0.0,0.10657500000000002
0.17346938775510204,0.5,0.25,0.135165
0.17346938775510204,0.5,0.5,0.15181
0.17346938775510204,0.5,0.75,0.16553500000000002
0.17346938775510204,0.5,1.0,0.19408499999999998
0.17346938775510204,0.5102040816326531,0.0,0.10654000000000001
0.17346938775510204,0.5102040816326531,0.25,0.3253049999999999
0.17346938775510204,0.5102040816326531,0.5,0.4075950000000001
0.17346938775510204,0.5102040816326531,0.75,0.43568500000000004
0.17346938775510204,0.5102040816326531,1.0,0.56405
0.17346938775510204,0.5204081632653061,0.0,0.10654500000000003
0.17346938775510204,0.5204081632653061,0.25,0.32783499999999993
0.17346938775510204,0.5204081632653061,0.5,0.40348500000000004
0.17346938775510204,0.5204081632653061,0.75,0.44092500000000007
0.17346938775510204,0.5204081632653061,1.0,0.5526199999999999
0.17346938775510204,0.5306122448979592,0.0,0.10660500000000002
0.17346938775510204,0.5306122448979592,0.25,0.32887999999999995
0.17346938775510204,0.5306122448979592,0.5,0.399465
0.17346938775510204,0.5306122448979592,0.75,0.4415500000000001
0.17346938775510204,0.5306122448979592,1.0,0.5388699999999998
0.17346938775510204,0.5408163265306123,0.0,0.10633500000000004
0.17346938775510204,0.5408163265306123,0.25,0.33053
0.17346938775510204,0.5408163265306123,0.5,0.39656
0.17346938775510204,0.5408163265306123,0.75,0.4411800000000001
0.17346938775510204,0.5408163265306123,1.0,0.533165
0.17346938775510204,0.5510204081632653,0.0,0.10671500000000003
0.17346938775510204,0.5510204081632653,0.25,0.33172499999999994
0.17346938775510204,0.5510204081632653,0.5,0.3929700000000001
0.17346938775510204,0.5510204081632653,0.75,0.4395300000000001
0.17346938775510204,0.5510204081632653,1.0,0.5330550000000001
0.17346938775510204,0.5612244897959183,0.0,0.10670500000000002
0.17346938775510204,0.5612244897959183,0.25,0.33762999999999993
0.17346938775510204,0.5612244897959183,0.5,0.39214000000000004
0.17346938775510204,0.5612244897959183,0.75,0.4412100000000001
0.17346938775510204,0.5612244897959183,1.0,0.530505
0.17346938775510204,0.5714285714285714,0.0,0.10682000000000003
0.17346938775510204,0.5714285714285714,0.25,0.33976
0.17346938775510204,0.5714285714285714,0.5,0.39341500000000007
0.17346938775510204,0.5714285714285714,0.75,0.44513000000000014
0.17346938775510204,0.5714285714285714,1.0,0.532375
0.17346938775510204,0.5816326530612245,0.0,0.10655500000000002
0.17346938775510204,0.5816326530612245,0.25,0.33775999999999995
0.17346938775510204,0.5816326530612245,0.5,0.39404000000000006
0.17346938775510204,0.5816326530612245,0.75,0.4413700000000001
0.17346938775510204,0.5816326530612245,1.0,0.5312549999999999
0.17346938775510204,0.5918367346938775,0.0,0.10652000000000003
0.17346938775510204,0.5918367346938775,0.25,0.338345
0.17346938775510204,0.5918367346938775,0.5,0.39343000000000006
0.17346938775510204,0.5918367346938775,0.75,0.45978000000000013
0.17346938775510204,0.5918367346938775,1.0,0.5368850000000001
0.17346938775510204,0.6020408163265306,0.0,0.10666500000000004
0.17346938775510204,0.6020408163265306,0.25,0.33795499999999995
0.17346938775510204,0.6020408163265306,0.5,0.39259000000000005
0.17346938775510204,0.6020408163265306,0.75,0.4602000000000001
0.17346938775510204,0.6020408163265306,1.0,0.51691
0.17346938775510204,0.6122448979591837,0.0,0.10673000000000002
0.17346938775510204,0.6122448979591837,0.25,0.3368049999999999
0.17346938775510204,0.6122448979591837,0.5,0.39254500000000003
0.17346938775510204,0.6122448979591837,0.75,0.46044000000000007
0.17346938775510204,0.6122448979591837,1.0,0.50347
0.17346938775510204,0.6224489795918368,0.0,0.10677500000000002
0.17346938775510204,0.6224489795918368,0.25,0.33380999999999994
0.17346938775510204,0.6224489795918368,0.5,0.38464
0.17346938775510204,0.6224489795918368,0.75,0.4606500000000001
0.17346938775510204,0.6224489795918368,1.0,0.494795
0.17346938775510204,0.6326530612244898,0.0,0.10661000000000001
0.17346938775510204,0.6326530612244898,0.25,0.322195
0.17346938775510204,0.6326530612244898,0.5,0.38329500000000005
0.17346938775510204,0.6326530612244898,0.75,0.4615800000000001
0.17346938775510204,0.6326530612244898,1.0,0.48452000000000006
0.17346938775510204,0.6428571428571428,0.0,0.10663000000000002
0.17346938775510204,0.6428571428571428,0.25,0.31876
0.17346938775510204,0.6428571428571428,0.5,0.396555
0.17346938775510204,0.6428571428571428,0.75,0.4606750000000001
0.17346938775510204,0.6428571428571428,1.0,0.48341500000000004
0.17346938775510204,0.6530612244897959,0.0,0.10668500000000002
0.17346938775510204,0.6530612244897959,0.25,0.31095999999999996
0.17346938775510204,0.6530612244897959,0.5,0.39476000000000006
0.17346938775510204,0.6530612244897959,0.75,0.4630950000000001
0.17346938775510204,0.6530612244897959,1.0,0.47878000000000004
0.17346938775510204,0.6632653061224489,0.0,0.10648000000000002
0.17346938775510204,0.6632653061224489,0.25,0.310565
0.17346938775510204,0.6632653061224489,0.5,0.39499000000000006
0.17346938775510204,0.6632653061224489,0.75,0.46460500000000005
0.17346938775510204,0.6632653061224489,1.0,0.47725
0.17346938775510204,0.673469387755102,0.0,0.10704000000000001
0.17346938775510204,0.673469387755102,0.25,0.31037
0.17346938775510204,0.673469387755102,0.5,0.3951200000000001
0.17346938775510204,0.673469387755102,0.75,0.4641200000000001
0.17346938775510204,0.673469387755102,1.0,0.47644
0.17346938775510204,0.6836734693877551,0.0,0.10677
0.17346938775510204,0.6836734693877551,0.25,0.31072
0.17346938775510204,0.6836734693877551,0.5,0.39286000000000004
0.17346938775510204,0.6836734693877551,0.75,0.4642550000000001
0.17346938775510204,0.6836734693877551,1.0,0.474105
0.17346938775510204,0.6938775510204082,0.0,0.10661000000000004
0.17346938775510204,0.6938775510204082,0.25,0.30541
0.17346938775510204,0.6938775510204082,0.5,0.39252000000000004
0.17346938775510204,0.6938775510204082,0.75,0.46337000000000006
0.17346938775510204,0.6938775510204082,1.0,0.47270500000000004
0.17346938775510204,0.7040816326530612,0.0,0.10657000000000003
0.17346938775510204,0.7040816326530612,0.25,0.301595
0.17346938775510204,0.7040816326530612,0.5,0.396405
0.17346938775510204,0.7040816326530612,0.75,0.46279000000000003
0.17346938775510204,0.7040816326530612,1.0,0.47076
0.17346938775510204,0.7142857142857143,0.0,0.10674500000000002
0.17346938775510204,0.7142857142857143,0.25,0.32863
0.17346938775510204,0.7142857142857143,0.5,0.400935
0.17346938775510204,0.7142857142857143,0.75,0.46156500000000006
0.17346938775510204,0.7142857142857143,1.0,0.46970500000000004
0.17346938775510204,0.7244897959183674,0.0,0.10668500000000002
0.17346938775510204,0.7244897959183674,0.25,0.35294999999999993
0.17346938775510204,0.7244897959183674,0.5,0.399855
0.17346938775510204,0.7244897959183674,0.75,0.4533300000000001
0.17346938775510204,0.7244897959183674,1.0,0.46742000000000006
0.17346938775510204,0.7346938775510203,0.0,0.10640500000000001
0.17346938775510204,0.7346938775510203,0.25,0.37084
0.17346938775510204,0.7346938775510203,0.5,0.39931000000000005
0.17346938775510204,0.7346938775510203,0.75,0.43972000000000006
0.17346938775510204,0.7346938775510203,1.0,0.4668
0.17346938775510204,0.7448979591836735,0.0,0.10658500000000001
0.17346938775510204,0.7448979591836735,0.25,0.37564000000000003
0.17346938775510204,0.7448979591836735,0.5,0.39657500000000007
0.17346938775510204,0.7448979591836735,0.75,0.434835
0.17346938775510204,0.7448979591836735,1.0,0.4662550000000001
0.17346938775510204,0.7551020408163265,0.0,0.10668000000000002
0.17346938775510204,0.7551020408163265,0.25,0.37279500000000004
0.17346938775510204,0.7551020408163265,0.5,0.40363000000000004
0.17346938775510204,0.7551020408163265,0.75,0.41876500000000005
0.17346938775510204,0.7551020408163265,1.0,0.45916
0.17346938775510204,0.7653061224489796,0.0,0.10649000000000003
0.17346938775510204,0.7653061224489796,0.25,0.36538000000000004
0.17346938775510204,0.7653061224489796,0.5,0.40180000000000005
0.17346938775510204,0.7653061224489796,0.75,0.4153300000000001
0.17346938775510204,0.7653061224489796,1.0,0.4473500000000001
0.17346938775510204,0.7755102040816326,0.0,0.10699500000000002
0.17346938775510204,0.7755102040816326,0.25,0.33328499999999994
0.17346938775510204,0.7755102040816326,0.5,0.40148500000000004
0.17346938775510204,0.7755102040816326,0.75,0.414955
0.17346938775510204,0.7755102040816326,1.0,0.44372000000000006
0.17346938775510204,0.7857142857142857,0.0,0.10679500000000003
0.17346938775510204,0.7857142857142857,0.25,0.33098
0.17346938775510204,0.7857142857142857,0.5,0.36575
0.17346938775510204,0.7857142857142857,0.75,0.41020500000000004
0.17346938775510204,0.7857142857142857,1.0,0.42621000000000003
0.17346938775510204,0.7959183673469388,0.0,0.10647000000000002
0.17346938775510204,0.7959183673469388,0.25,0.30983
0.17346938775510204,0.7959183673469388,0.5,0.35624000000000006
0.17346938775510204,0.7959183673469388,0.75,0.39906500000000006
0.17346938775510204,0.7959183673469388,1.0,0.43363
0.17346938775510204,0.8061224489795917,0.0,0.10671500000000003
0.17346938775510204,0.8061224489795917,0.25,0.28307
0.17346938775510204,0.8061224489795917,0.5,0.33805999999999997
0.17346938775510204,0.8061224489795917,0.75,0.37021000000000004
0.17346938775510204,0.8061224489795917,1.0,0.45416000000000006
0.17346938775510204,0.8163265306122449,0.0,0.10665000000000005
