epsilon,q,gamma,rho_mean,rho_std,IG_mean,IG_std,ICI_mean,ICI_std,ISI_mean,ISI_std
0.0,0.5,0.0,0.5635,11.747611150782955,0.0804359637925497,0.18781555258876248,1.0,0.0,8.7386,0.6741439312194392
0.0,0.5,0.25,0.6217,11.832091493476543,0.08066720258747602,0.1881382626930345,1.0,0.0,8.7314,0.6819487077486107
0.0,0.5,0.5,0.6216,11.851152409786991,0.08071864134471456,0.18807182487922453,1.0,0.0,8.7232,0.6906386609508622
0.0,0.5,0.75,0.6977,11.840663609359064,0.08056610226012204,0.18837806010719604,1.0,0.0,8.7432,0.6690693237624933
0.0,0.5,1.0,0.5869,11.846005587960862,0.08040772750427698,0.18851298646653625,1.0,0.0,8.7296,0.6838741404673815
0.0,0.5102040816326531,0.0,1.0805,11.79716998902703,0.08038308212021661,0.18828302965269417,1.0,0.0,8.7294,0.6840874505500009
0.0,0.5102040816326531,0.25,1.0173,11.92437842027835,0.08060631371889433,0.1883859884024202,1.0,0.0,8.7298,0.6836607053209947
0.0,0.5102040816326531,0.5,0.7607,11.7361167133767,0.0805180292188546,0.188346829426079,1.0,0.0,8.739,0.673705425241626
0.0,0.5102040816326531,0.75,0.8588,11.83631963745488,0.08106354993198277,0.1876943846122102,1.0,0.0,8.7192,0.6948031088013352
0.0,0.5102040816326531,1.0,0.9055,11.902511069097981,0.0809741961129416,0.18768253674837485,1.0,0.0,8.735,0.6780671058236051
0.0,0.5204081632653061,0.0,1.1103,11.823067872172603,0.08117527406942528,0.18789045106157828,1.0,0.0,8.7202,0.693766502506427
0.0,0.5204081632653061,0.25,1.1193,11.828662963750382,0.08079068243089813,0.18778767136260177,1.0,0.0,8.7274,0.6862136984934065
0.0,0.5204081632653061,0.5,1.3532,11.684906921323764,0.0811234191397257,0.18763142785576573,1.0,0.0,8.7384,0.6743629883082256
0.0,0.5204081632653061,0.75,1.0561,11.714962773735135,0.08084292836717848,0.18783071634302065,1.0,0.0,8.7404,0.6721665269856868
0.0,0.5204081632653061,1.0,1.145,11.854533942757934,0.08083829812102061,0.18738920500679412,1.0,0.0,8.7306,0.682805711751154
0.0,0.5306122448979592,0.0,1.2752,11.585804458905736,0.08039262597145028,0.18827818217070064,1.0,0.0,8.5303,1.3031814570503988
0.0,0.5306122448979592,0.25,1.5011,11.532458488544409,0.08067499971801405,0.18835075866854248,1.0,0.0,8.5464,1.2725749643930606
0.0,0.5306122448979592,0.5,1.4169,11.566239422993108,0.08040724167667994,0.18817098526853854,1.0,0.0,8.5367,1.3005587683761162
0.0,0.5306122448979592,0.75,1.3014,11.605341789021123,0.08078507869390052,0.18773227478451487,1.0,0.0,8.5309,1.3052375990600333
0.0,0.5306122448979592,1.0,1.2301,11.59322879917411,0.08069272771787378,0.18800980693054264,1.0,0.0,8.5565,1.2628569792339908
0.0,0.5408163265306123,0.0,1.4023,11.523022811311273,0.08096466055763583,0.18817473782060437,1.0,0.0,8.5392,1.3047081512736862
0.0,0.5408163265306123,0.25,1.6188,11.641429747243249,0.08077547475346919,0.18801585647039332,1.0,0.0,8.539,1.2862655246876518
