epsilon,q,gamma,rho_mean,rho_std,IG_mean,IG_std,ICI_mean,ICI_std,ISI_mean,ISI_std
0.0,0.5,0.0,0.166,26.210922227193763,0.09978466863400788,0.2438374473722993,1.0,0.0,3.3234,0.8591929003431069
0.0,0.5,0.25,-0.192,25.779897905150825,0.09978751192342926,0.24351326731799905,1.0,0.0,3.3264,0.8592223460781266
0.0,0.5,0.5,0.072,25.780512330052712,0.0997818253445865,0.24384331369239784,1.0,0.0,3.3276,0.8694125832997818
0.0,0.5,0.75,0.182,25.766002328650053,0.09978466863400791,0.2436400488926151,1.0,0.0,3.3196,0.8515021080420178
0.0,0.5,1.0,-0.474,25.87538065420488,0.0997761387657437,0.24490827597904755,1.0,0.0,3.331,0.8586262283438586
0.0,0.5102040816326531,0.0,1.816,25.522972867595186,0.09978214079488727,0.24408424192479417,1.0,0.0,3.3214,0.8645820030511854
0.0,0.5102040816326531,0.25,1.118,25.83389393800323,0.09976747658164956,0.24603173851283314,1.0,0.0,3.3428,0.8872926011187066
0.0,0.5102040816326531,0.5,1.224,25.61448465224315,0.0997846532344512,0.24486848004955689,1.0,0.0,3.3326,0.8895938623888994
0.0,0.5102040816326531,0.75,1.544,25.745214390251245,0.09977924821808873,0.2457600045068789,1.0,0.0,3.3434,0.8926793601288203
0.0,0.5102040816326531,1.0,1.344,25.892733806996898,0.09976775104671988,0.24482554690334574,1.0,0.0,3.3376,0.8910815002007393
0.0,0.5204081632653061,0.0,2.912,26.070678088611352,0.09977961784743301,0.24293866495022834,1.0,0.0,3.3066,0.8414252432628819
0.0,0.5204081632653061,0.25,2.488,25.967091789416852,0.09978207167077618,0.2459079833353834,1.0,0.0,3.3452,0.883197010864507
0.0,0.5204081632653061,0.5,3.334,26.0814961994131,0.09977735153089107,0.2441691776388206,1.0,0.0,3.3312,0.8675866296802873
0.0,0.5204081632653061,0.75,2.172,25.895219945001433,0.09977844870911182,0.24413062590162696,1.0,0.0,3.3338,0.8626572668215344
0.0,0.5204081632653061,1.0,2.28,25.753477435096023,0.09977685061690292,0.24399769568623114,1.7422,0.24987829037353362,2.4768,1.0861683847359946
0.0,0.5306122448979592,0.0,4.052,25.81591168252634,0.0997887935170445,0.2439114402446227,1.0,0.0,3.329,0.8691139165840113
0.0,0.5306122448979592,0.25,3.72,25.909102647525252,0.09977936499988665,0.2450901339094805,1.0,0.0,3.3458,0.910396814581422
0.0,0.5306122448979592,0.5,3.978,25.523626623189738,0.09978815192418862,0.24516773616148108,1.0,0.0,3.3428,0.8908917779393858
0.0,0.5306122448979592,0.75,3.794,25.785375002120873,0.09978474300945168,0.24498118710453629,1.0,0.0,3.3316,0.8632736761884958
0.0,0.5306122448979592,1.0,3.144,25.744421997784297,0.09971816671879478,0.2431795891934282,1.7565166666666667,0.26340037068648514,2.4084499999999998,1.1651510334859312
0.0,0.5408163265306123,0.0,5.574,25.883788826213216,0.0997832014283675,0.24422893648115657,1.0,0.0,3.3346,0.8797970447779421
0.0,0.5408163265306123,0.25,5.62,25.639336964906093,0.09977840420457475,0.2443377746539752,1.0,0.0,3.329,0.870952926397288
0.0,0.5408163265306123,0.5,5.48,25.4285194220977,0.09977821389114147,0.24559502344597178,1.0,0.0,3.347,0.9068577617245166
0.0,0.5408163265306123,0.75,5.44,25.582931810095573,0.09977167016561156,0.24504200585498145,1.0,0.0,3.3312,0.8648159110469695
0.0,0.5408163265306123,1.0,5.521,25.99131699241114,0.09975214122351707,0.2431844796395119,1.3861,0.5107120421529142,1.686,0.6144949145436438
0.0,0.5510204081632653,0.0,6.562,25.662037253499573,0.0997834807104221,0.245536158498554,1.0,0.0,3.3404,0.8855099321859693
0.0,0.5510204081632653,0.25,6.75,25.756504032962237,0.09977603590635523,0.24354692194460748,1.0,0.0,3.3214,0.8645820030511854
0.0,0.5510204081632653,0.5,6.772,25.596484446110953,0.09978987062138969,0.24624427520132375,1.0,0.0,3.3492,0.8946839441948201
0.0,0.5510204081632653,0.75,6.818,25.785167752023643,0.09978467306976566,0.24451569440881762,1.0,0.0,3.3318,0.8680488235116732
0.0,0.5510204081632653,1.0,6.617,25.319662537245634,0.09974475933122823,0.24498657598029605,1.27235,0.24899895080100234,1.66465,0.42463558199943635
0.0,0.5612244897959183,0.0,8.15,25.511908983845174,0.09978275310246852,0.2442058569733458,1.0,0.0,3.3262,0.8797690378730092
0.0,0.5612244897959183,0.25,8.196,25.71586249768807,0.09979231803541962,0.24462116668948164,1.0,0.0,3.332,0.8654339951723644
0.0,0.5612244897959183,0.5,8.15,25.554207090027273,0.09976866020516041,0.24544075285324723,1.0,0.0,3.3482,0.9072798686182781
0.0,0.5612244897959183,0.75,8.296,25.59016185958971,0.09978597474765141,0.2447902084444769,1.0,0.0,3.3334,0.8665128042908542
0.0,0.5612244897959183,1.0,8.531,25.609998809058936,0.09974709786723188,0.2442999985783474,1.1382666666666668,0.2343646162144221,1.3553500000000003,0.4734580114551988
0.0,0.5714285714285714,0.0,9.154,25.303839313432263,0.09978785080373966,0.2443133536348463,1.024,0.21777052142105924,3.3156,0.8770385624361109
0.0,0.5714285714285714,0.25,9.178,25.757412835919684,0.09977892666098429,0.24506983311501584,1.028,0.23498085028359225,3.33,0.9096702699330126
0.0,0.5714285714285714,0.5,9.233,25.517086647969826,0.09979210972065648,0.2461936179366488,1.0262,0.22740615646899273,3.3349,0.9117795731425441
0.0,0.5714285714285714,0.75,9.408,25.778082473295022,0.09978063340333297,0.2441434185014942,1.0228,0.21232088922195103,3.3152,0.8865940220867723
